tree,sentence,t1,t2,section,positive,neutral,negative
(S (NP (PRP i)) (VP (VBP have) (VP (VBN lived) (NP (DT a) (NN lot)) (PP (IN amongst) (NP (DT the) (NNS grownups)))))),i have lived a lot amongst the grownups,120.47351943668237,122.8063,0.0,0.18425282835960388,0.7653380632400513,0.05040910094976425
(S (NP (PRP i)) (VP (VBP have) (VP (VBN seen) (NP (PRP them)) (PP (IN from) (ADVP (RB close) (RB up)))))),i have seen them from close up,123.26422071277456,124.6702,0.0,0.13076408207416534,0.8518814444541931,0.017354439944028854
(S (NP (PRP it)) (VP (VBZ has) (RB not) (ADVP (RB much)) (VP (VBN improved) (NP (NP (NP (PRP$ my)) (NP (NN opinion))) (PP (IN of) (NP (PRP them))))))),it has not much improved my opinion of them,125.4885,127.5279,0.0,0.01011042483150959,0.16958191990852356,0.8203076720237732
(S (SBAR (WHADVP (WRB whenever)) (S (NP (PRP i)) (VP (VBD met) (NP (NP (PRP one)) (PP (IN of) (NP (NP (PRP them)) (SBAR (WHNP (WDT that)) (S (VP (VBD seemed) (ADJP (ADVP (NP (DT a) (RB bit)) (RBR more)) (ADJP (JJ clear) (VBD sighted)))))))))))) (SBAR (NP (PRP i)) (VP (VBD tried) (NP (NP (DT the) (NN experiment)) (PP (IN of) (S (VP (VBG showing) (NP (PRP them)) (NP (NP (NP (PRP$ my)) (NP (NN drawing) (NN number) (NN one))) (SBAR (IN that) (S (NP (PRP i)) (VP (VBP have) (ADVP (RB always)) (VP (VBN kept))))))))))))),whenever i met one of them that seemed a bit more clear sighted i tried the experiment of showing them my drawing number one that i have always kept,129.116,136.9576,0.0,0.4288729131221771,0.5586603283882141,0.012466753832995892
(S (S (NP (PRP i)) (VP (VBD wanted) (S (VP (TO to) (VP (VB know) (SBAR (IN if) (S (NP (PRP they)) (VP (VBD were) (ADVP (RB really)) (NP (NP (DT a) (NN person)) (PP (IN of) (NP (JJ true) (NN understanding)))))))))))) (CC but) (S (NP (PRP they)) (ADVP (RB always)) (VP (VBD responded) (SBAR (S (NP (PRP it)) (VP (VBZ is) (NP (DT a) (NN hat)))))))),i wanted to know if they were really a person of true understanding but they always responded it is a hat,137.6632023617592,144.0872,0.0,0.017100924625992775,0.32033178210258484,0.6625672578811646
(S (IN so) (NP (PRP i)) (VP (MD would) (ADVP (RB never)) (VP (VB speak) (PP (TO to) (NP (NP (UCP (NP (NP (PRP them)) (PP (IN of) (NP (NN boa) (NNS constrictors)))) (CC nor) (PP (IN of) (NP (JJ primeval) (NNS forests)))) (NNS nor)) (PP (IN of) (NP (DT the) (NNS stars)))))))),so i would never speak to them of boa constrictors nor of primeval forests nor of the stars,145.2199,150.8328,0.0,0.024701153859496117,0.3265044093132019,0.6487944722175598
(S (NP (PRP i)) (VP (VBD put) (NP (PRP myself)) (PP (IN at) (NP (NP (PRP$ their)) (NP (NN level)))))),i put myself at their level,151.62608853917573,153.0557,0.0,0.1938088983297348,0.7210994958877563,0.08509164303541183
(S (NP (NP (PRP i)) (VP (VBN talked) (PP (TO to) (NP (PRP them))) (PP (IN about) (NP (NP (JJ bridge) (NN golf) (NNS politics) (CC and) (NNS neckties)) (CC and) (NP (DT the) (NN grownup)))))) (VP (VBD was) (ADJP (JJ glad) (S (VP (TO to) (VP (VB know) (NP (PDT such) (DT a) (JJ sensible) (NN man)))))))),i talked to them about bridge golf politics and neckties and the grownup was glad to know such a sensible man,153.83502616802642,161.8893,0.0,0.7840561866760254,0.19855539500713348,0.017388366162776947
(S (IN so) (NP (PRP i)) (VP (VBD lived) (ADVP (RB alone)) (PP (IN without) (NP (NP (NN anyone)) (SBAR (S (NP (PRP i)) (VP (MD could) (ADVP (RB really)) (VP (VB talk) (S (VP (TO to) (VP (PP (IN until) (NP (NP (DT a) (NN breakdown)) (PP (IN in) (NP (DT the) (NN sahara) (NN desert))))) (ADVP (NP (CD six) (NNS years)) (RB ago))))))))))))),so i lived alone without anyone i could really talk to until a breakdown in the sahara desert six years ago,163.4255,170.0174,0.0,0.00913492776453495,0.19997744262218475,0.7908875942230225
(S (S (NP (NN something)) (VP (VBD had) (VP (VBN broken) (PP (IN in) (NP (NP (PRP$ my)) (NP (NN engine))))))) (CC and) (S (SBAR (IN as) (S (NP (PRP i)) (VP (VBD had) (PP (IN with) (NP (PRP me)))))) (NP (CC neither) (NP (DT a) (NN mechanic)) (CC nor) (NP (DT any) (FW passengers) (PRP i))) (VP (VBD readied) (NP (PRP myself)) (S (VP (TO to) (VP (VP (VB try)) (CC and) (VP (VB carry) (PRT (RP out)) (ADVP (RB all) (NP (RB alone) (DT the) (JJ difficult) (NNS repairs)))))))))),something had broken in my engine and as i had with me neither a mechanic nor any passengers i readied myself to try and carry out all alone the difficult repairs,171.2305,181.2207,0.0,0.009995236061513424,0.14246204495429993,0.8475427627563477
(S (PP (IN for) (NP (PRP me))) (NP (PRP it)) (VP (VBD was) (NP (NP (DT a) (NN matter)) (PP (IN of) (NP (NN life) (CC or) (NN death)))))),for me it was a matter of life or death,182.1237,183.7983,0.0,0.06142100319266319,0.43687254190444946,0.5017064809799194
(S (NP (PRP i)) (VP (VBD had) (NP (ADJP (RB hardly) (JJ enough)) (NN water)) (S (VP (TO to) (VP (VB drink) (PP (IN for) (NP (DT a) (NN week)))))))),i had hardly enough water to drink for a week,184.6564,187.0004,0.0,0.028947433456778526,0.20055051147937775,0.7705020904541016
(S (NP-TMP (DT the) (JJ first) (NN night)) (NP (PRP i)) (VP (VBD went) (S (VP (TO to) (VP (VB sleep) (PP (IN on) (NP (DT the) (NN sand))) (PP (NP (QP (DT a) (CD thousand)) (NNS miles)) (IN from) (NP (DT any) (JJ human) (NN habitation)))))))),the first night i went to sleep on the sand a thousand miles from any human habitation,188.2427,193.1713,0.0,0.07529379427433014,0.723783552646637,0.20092259347438812
(S (NP (PRP i)) (VP (VBD was) (ADJP (RBR more) (JJ isolated) (PP (IN than) (NP (DT a) (JJ shipwrecked) (NN sailor)))) (PP (IN on) (NP (NP (DT a) (NN raft)) (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN ocean))))))))),i was more isolated than a shipwrecked sailor on a raft in the middle of the ocean,194.0152,198.1639,0.0,0.010319693014025688,0.16018210351467133,0.8294981718063354
(S (IN so) (NP (PRP you)) (VP (MD can) (VP (VB imagine) (NP (NP (PRP$ my)) (NP (NN surprise))) (SBAR (WHADVP (WRB when)) (S (PP (IN at) (NP (NN daybreak))) (NP (DT a) (JJ funny) (JJ little) (NN voice)) (VP (VBD woke) (NP (PRP me)) (PRT (RP up)))))))),so you can imagine my surprise when at daybreak a funny little voice woke me up,198.9174,203.9847,0.0,0.6849006414413452,0.28560739755630493,0.029492000117897987
(S (NP (PRP it)) (VP (VBD said) (VP (VB please) (S (VP (VB draw) (S (NP (PRP me)) (NP (DT a) (NN sheep)))))))),it said please draw me a sheep,204.9329,208.0645,0.0,0.04532951861619949,0.6040875315666199,0.3505829870700836
(FRAG (WHNP (WP what))),what,209.0281,209.0281,0.0,0.35324081778526306,0.47696632146835327,0.16979287564754486
(S (VP (VB draw) (S (NP (PRP me)) (NP (DT a) (NN sheep))))),draw me a sheep,210.056,210.9807,0.0,0.11784417182207108,0.7317718267440796,0.15038399398326874
(S (NP (PRP i)) (VP (VBD jumped) (PP (TO to) (NP (NP (PRP$ my)) (NP (NNS feet)))) (SBAR (RB as) (IN if) (S (NP (PRP i)) (VP (VBD had) (VP (VBN been) (VP (VBN struck) (PP (IN by) (NP (NN lightning)))))))))),i jumped to my feet as if i had been struck by lightning,212.1232,214.7024,0.0,0.14370329678058624,0.41219353675842285,0.4441031217575073
(S (NP (PRP i)) (VP (VBD rubbed) (NP (NP (PRP$ my)) (NP (NNS eyes))))),i rubbed my eyes,215.1216,216.0814,0.0,0.09445055574178696,0.7212433218955994,0.1843060702085495
(S (S (NP (PRP i)) (VP (VBD took) (NP (DT a) (JJ good) (NN look)) (PP (IN around) (NP (PRP me))))) (CC and) (S (NP (PRP i)) (VP (VBD saw) (NP (NP (DT a) (ADJP (RB quite) (JJ extraordinary)) (JJ little) (NN man)) (SBAR (WHNP (WP who)) (S (VP (VBD was) (VP (VBG examining) (NP (PRP me)) (ADVP (RB seriously)))))))))),i took a good look around me and i saw a quite extraordinary little man who was examining me seriously,216.725,223.9066,0.0,0.7435283660888672,0.24651919305324554,0.009952488355338573
(S (NP (RB here)) (VP (VBZ is) (NP (NP (DT the) (JJS best) (NN portrait)) (SBAR (IN that) (S (S (ADVP (RB later)) (NP (PRP i)) (VP (VBD managed) (S (VP (TO to) (VP (VB do) (PP (IN of) (NP (PRP him)))))))) (CC but) (S (NP (NP (NP (PRP$ my)) (NP (NN drawing))) (PP (IN of) (NP (NN course)))) (VP (VBZ is) (ADJP (ADJP (RB much) (RBR less) (JJ charming)) (PP (IN than) (NP (NP (PRP$ its)) (NP (NN model)))))))))))),here is the best portrait that later i managed to do of him but my drawing of course is much less charming than its model,224.8997,232.0806,0.0,0.49283769726753235,0.3183000385761261,0.18886232376098633
(S (NP (PRP it)) (VP (VBZ is) (RB not) (NP (NP (PRP$ my)) (NP (NN fault))))),it is not my fault,232.6344,233.399,0.0,0.02735205553472042,0.31127914786338806,0.6613687872886658
(S (S (NP (PRP i)) (VP (VBD was) (VP (VBN discouraged) (PP (IN in) (NP (NP (NP (PRP$ my)) (NP (NN career))) (PP (IN as) (NP (DT a) (NN painter))))) (PP (IN by) (NP (DT the) (NNS grownups))) (PP (IN at) (NP (NP (DT the) (NN age)) (PP (IN of) (NP (CD six)))))))) (CC and) (S (NP (PRP i)) (VP (VBD had) (RB not) (VP (VBN learned) (S (VP (TO to) (VP (VB draw) (NP (NN anything)) (PP (IN except) (NP (NP (NN boa) (NNS constrictors)) (ADJP (JJ closed) (CC and) (JJ open))))))))))),i was discouraged in my career as a painter by the grownups at the age of six and i had not learned to draw anything except boa constrictors closed and open,233.888,242.214,0.0,0.01210101880133152,0.17909948527812958,0.8087995052337646
(S (NP (PRP i)) (VP (VBD stared) (PP (IN at) (NP (NP (DT this) (JJ sudden) (NN apparition)) (ADJP (RB wide) (JJ eyed)))) (PP (IN with) (NP (NN astonishment))))),i stared at this sudden apparition wide eyed with astonishment,243.6016,247.1255,0.0,0.16653388738632202,0.5860481858253479,0.24741795659065247
(S (SBAR (VP (VB remember) (SBAR (IN that) (S (NP (PRP i)) (VP (VBD was) (NP (NP (DT a) (CD thousand) (NNS miles)) (PP (IN from) (NP (DT any) (NP (JJ inhabited) (NN region)))))))))) (CC and) (S (ADVP (RB yet)) (S (NP (DT this) (NP (JJ little) (NN fellow))) (VP (VBD seemed) (ADVP (RB neither)) (ADJP (ADJP (VBD lost)) (CC nor) (ADJP (ADJP (RB half) (JJ dead)) (PP (IN with) (NP (NN fatigue)))) (CC nor) (ADJP (ADJP (JJ starved)) (CC or) (ADJP (VBG dying) (PP (IN of) (NP (NN thirst) (CC or) (NN fear)))))))))),remember that i was a thousand miles from any inhabited region and yet this little fellow seemed neither lost nor half dead with fatigue nor starved or dying of thirst or fear,248.0649,258.4301,0.0,0.05493105575442314,0.5359790325164795,0.40908992290496826
(S (NP (PRP he)) (VP (VBD looked) (NP (NN nothing)) (PP (IN like) (NP (NP (DT a) (NN child)) (VP (VBN lost) (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN desert))))) (NP-TMP (DT a) (CD thousand) (NNS miles)) (PP (IN from) (NP (DT any) (JJ inhabited) (NN region)))))))),he looked nothing like a child lost in the middle of the desert a thousand miles from any inhabited region,259.5828,265.4558,0.0,0.015332816168665886,0.25989213585853577,0.7247750759124756
(S (SBAR (WHADVP (WRB when)) (S (NP (PRP i)) (ADVP (RB finally)) (VP (VBD managed) (S (VP (TO to) (VP (VB speak) (NP (PRP i)))))))) (VP (VBD said) (SBAR (WHNP (WP what)) (S (VP (VBP are) (NP (NP (PRP you)) (VP (VBG doing) (ADVP (RB here))))))))),when i finally managed to speak i said what are you doing here,266.5236,270.6157,0.0,0.05311262607574463,0.780265212059021,0.16662217676639557
(S (CC and) (NP (PRP he)) (VP (VBD repeated) (ADVP (RB very) (RB slowly)) (SBAR (RB as) (IN if) (S (S (NP (PRP it)) (VP (VBD was) (NP (NP (NN something)) (ADJP (RB very) (JJ serious))))) (S (FRAG (VB please)) (VP (VB draw) (S (NP (PRP me)) (NP (DT a) (NN sheep))))))))),and he repeated very slowly as if it was something very serious please draw me a sheep,271.4141,279.08910000000003,0.0,0.03981173038482666,0.36213287711143494,0.598055362701416
(S (SBAR (WHADVP (WRB when)) (S (NP (DT a) (NN mystery)) (VP (VBZ is) (ADJP (RB too) (JJ overpowering))))) (NP (PRP one)) (VP (MD dare) (RB not) (VP (VB disobey)))),when a mystery is too overpowering one dare not disobey,280.7605,284.1398,0.0,0.1292920559644699,0.640795111656189,0.22991283237934113
(S (S (ADJP (JJ absurd) (SBAR (IN as) (S (NP (PRP it)) (VP (VBD seemed) (PP (TO to) (NP (PRP me))) (NP (NP (QP (DT a) (CD thousand)) (NNS miles)) (PP (PP (IN from) (NP (DT any) (JJ human) (NN habitation))) (CC and) (PP (IN in) (NP (NP (NN danger)) (PP (IN of) (NP (NN death)))))))))))) (NP (PRP i)) (VP (VBD took) (PRT (RP out)) (NP (PP (IN of) (NP (NP (PRP$ my)) (NP (NN pocket)))) (NP (NP (DT a) (NN sheet)) (PP (IN of) (NP (NP (NN paper)) (CC and) (NP (DT a) (NN pen)))))))),absurd as it seemed to me a thousand miles from any human habitation and in danger of death i took out of my pocket a sheet of paper and a pen,285.3582,293.8043,0.0,0.018357325345277786,0.23854444921016693,0.743098258972168
(S (CC but) (S (ADVP (RB then)) (S (NP (PRP i)) (VP (VBD remembered) (SBAR (IN that) (S (NP (PRP i)) (VP (VBD had) (ADVP (RB mainly)) (VP (VBN studied) (NP (NN geography) (NN history) (NN arithmetic) (CC and) (NN grammar))))))))) (CC and) (S (NP (PRP i)) (VP (VP (VP (VBD told) (NP (DT the) (NP (JJ little) (NN fellow)))) (ADVP (NP (DT a) (RB little)) (RB crossly))) (SBAR (IN that) (S (NP (PRP i)) (VP (VBD did) (RB not) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB draw)))))))))))),but then i remembered that i had mainly studied geography history arithmetic and grammar and i told the little fellow a little crossly that i did not know how to draw,294.77290000000005,304.69680000000005,0.0,0.04885376617312431,0.5121584534645081,0.4389878809452057
(S (NP (PRP he)) (VP (VBD replied) (SBAR (S (NP (PRP it)) (VP (VBZ does) (RB not) (VP (VB matter))))))),he replied it does not matter,305.5749,307.5086,0.0,0.04816079139709473,0.7438276410102844,0.20801152288913727
(S (VP (VB draw) (S (NP (PRP me)) (NP (DT a) (NN sheep))))),draw me a sheep,308.1125,308.97720000000004,0.0,0.11784417182207108,0.7317718267440796,0.15038399398326874
(S (PP (IN as) (NP (PRP i))) (VP (VBD had) (ADVP (RB never)) (VP (VBN drawn) (NP (NP (DT a) (NN sheep) (NN i) (NN redrew)) (PP (IN for) (NP (PRP him)))))) (NP (NP (CD one)) (PP (IN of) (NP (DT the) (JJ only) (CD two) (NNS drawings))) (SBAR (IN that) (S (NP (PRP i)) (VP (VBD was) (ADJP (JJ capable) (PP (IN of)))))))),as i had never drawn a sheep i redrew for him one of the only two drawings that i was capable of,310.2596,313.2131,0.0,0.33086061477661133,0.6330989599227905,0.036040447652339935
(NP (NP (DT the) (NN one)) (PP (IN of) (NP (DT the) (VBN closed) (NN boa) (NN constrictor)))),the one of the closed boa constrictor,313.3731,318.13070000000005,0.0,0.05818801745772362,0.9121025204658508,0.029709434136748314
(S (CC and) (NP (PRP i)) (VP (VBD was) (ADJP (JJ astounded) (S (VP (TO to) (VP (VB hear) (S (NP (DT the) (JJ little) (NN fellow)) (VP (VB respond) (ADVP (DT no) (RB no) (SBAR (S (NP (PRP i)) (VP (VBP do) (RB not) (VP (VB want) (NP (NP (DT an) (NN elephant)) (PP (IN inside) (NP (DT a) (NN boa) (NN constrictor))))))))))))))))),and i was astounded to hear the little fellow respond no no i do not want an elephant inside a boa constrictor,318.7944,326.5652,0.0,0.013538419269025326,0.12519632279872894,0.8612653017044067
(S (S (NP (DT a) (NN boa) (NN constrictor)) (VP (VBZ is) (ADJP (RB very) (JJ dangerous)))) (CC and) (S (NP (DT an) (NN elephant)) (VP (VBZ is) (ADJP (RB very) (JJ cumbersome))))),a boa constrictor is very dangerous and an elephant is very cumbersome,327.0043,331.7123,0.0,0.008612426929175854,0.09260692447423935,0.8987806439399719
(S (SBAR (WHADVP (WRB where)) (S (NP (PRP i)) (VP (VBP live) (NP (NN everything))))) (VP (VBZ is) (ADJP (RB very) (JJ small)))),where i live everything is very small,332.2912,334.32590000000005,0.0,0.20023329555988312,0.6029937863349915,0.19677288830280304
(S (NP (PRP i)) (VP (VBP need) (NP (DT a) (NN sheep)))),i need a sheep,334.7501,335.82460000000003,0.0,0.1300123929977417,0.6636304259300232,0.2063571810722351
(S (VP (VB draw) (S (NP (PRP me)) (NP (DT a) (NN sheep))))),draw me a sheep,336.25890000000004,337.0686,0.0,0.11784417182207108,0.7317718267440796,0.15038399398326874
(S (IN so) (NP (PRP i)) (VP (VBD drew))),so i drew,338.1016,338.5965,0.0,0.18810634315013885,0.7816682457923889,0.030225392431020737
(S (NP (PRP he)) (VP (VBD looked) (ADVP (RB carefully)) (SBAR (S (NP (RB then)) (VP (VBD said) (SBAR (S (NP (RB no) (DT this) (NN one)) (VP (VBZ is) (ADVP (RB already)) (ADJP (RB very) (JJ sick)))))))))),he looked carefully then said no this one is already very sick,339.7292,344.1118,0.0,0.020653439685702324,0.21613605320453644,0.7632105350494385
(S (VP (VB make) (NP (DT another) (NN one)))),make another one,344.69100000000003,345.3257,0.0,0.10834704339504242,0.719466507434845,0.17218643426895142
(S (NP (PRP i)) (VP (VBD drew) (ADVP (RB again)))),i drew again,346.194,346.8989,0.0,0.6297504305839539,0.35300856828689575,0.01724104769527912
(S (S (NP (NP (PRP$ my)) (NP (NN friend))) (VP (VBD smiled) (ADVP (RB gently)))) (CC and) (S (ADVP (RB indulgently)) (NP (PRP you)) (VP (MD can) (VP (VB see) (NP (PRP yourself)))))),my friend smiled gently and indulgently you can see yourself,347.7822,352.27520000000004,0.0,0.924809455871582,0.06883060187101364,0.006359914317727089
